timestamp,right_ascension,declination,brightness_mag,brightness_flux,redshift,spectral_index,variability_index,lightcurve_std,ellipticity,concentration_index,u_band,g_band,r_band,i_band,z_band,color_ug,color_gr,color_ri,color_iz,proper_motion_ra,proper_motion_dec,parallax,local_density,nearest_neighbor_dist,anomaly_type
2024-01-01 11:00:00,182.92722038742914,-2.1528278995015397,15.416550552673797,114954.0860534246,0.04176089109644273,-0.673282075667288,0.08012473337647265,0.20313616467354662,0.2990565027914627,2.4892492129707273,17.593863488585235,16.469389969140668,15.615217058898734,15.101454216952927,14.731336716986883,1.1113700868180032,0.8880201172108685,0.4778088737915457,0.38903277401436026,0.7051568092548557,-0.7152187996949746,2.130274185095029,5.694182189488387,12.294584098420424,normal
2024-01-02 07:00:00,191.78672392121672,-5.900408808034831,15.022128425320542,168733.43457265393,0.03424761525216767,-0.6155734448206407,0.0952938320290183,0.1803870863389459,0.2675493060432189,2.5338167752268386,17.406631477477813,16.30319571066487,15.378184097885931,14.894293375698103,14.56164052649168,1.1108496407583757,0.8929849479982557,0.47750106328907804,0.3896623156515175,-2.6813893796634463,3.4851258014083983,1.7953155545909179,6.692213654756516,10.950491066135918,normal
2024-01-01 09:00:00,189.08999778450357,-8.720368432475135,15.694697821551141,94497.79775005221,0.0343650590172242,-0.6122515091494218,0.09774967432164794,0.1999382612903142,0.2795169797923363,2.5191364723892735,17.783817135043403,16.69959795918617,15.792011660628456,15.311865798896063,14.918835132769125,1.1111348138688253,0.8884110837118085,0.4782808705556265,0.3892918094069147,-2.358332527610103,3.2169542788994776,1.8514090204452696,6.4255407068473716,11.809537296527774,normal
2024-01-02 13:00:00,183.15948499653086,-2.974848272983217,15.581033539343444,145865.80357965745,0.05227320978589837,-0.7641483448986797,0.07775819764032356,0.22397248630126726,0.32012294612889614,2.4096782071143696,17.84518927707144,16.706235918231418,15.820676074695097,15.356019671383347,14.932851648931175,1.1111501044287089,0.8885103114619947,0.4773047066140486,0.38909849088812365,3.3116087141283206,-1.125341823754597,2.3597311232182667,5.170132155687058,12.899568680065432,normal
2024-01-02 03:00:00,178.06300464277652,-2.225105322443289,15.3450302300597,95569.72866294094,0.049283789453308365,-0.7345990398869486,0.0840668249672126,0.2151444492587742,0.31385760522443235,2.4273449893868673,17.839309968820782,16.739044467910347,15.842747872387138,15.38166895278,14.992272646220847,1.1111401961501257,0.8865405801948032,0.47764301632959916,0.38956459618684147,3.1515957269957977,-1.3152345414430062,2.346472512535996,5.381472397932599,12.542557966637794,normal
2024-01-01 16:00:00,186.52482080993786,-10.798360357919599,15.196054618519076,139112.09945091823,0.047440836134253456,-0.7142190564287422,0.08698330407707529,0.20644680850916078,0.3109811034348076,2.4666683389996504,17.84954251003669,16.67376092860191,15.831996415826735,15.302327922625102,14.959709663422716,1.1110643676395369,0.8891267954484067,0.47794084233446676,0.3890196756462382,2.1059271750542368,-3.6201958365602143,2.1795218656467594,5.813911997077951,12.342199917881198,normal
2024-01-01 06:00:00,183.0819599307323,3.3473810842312557,15.135464956399955,170111.82848428562,0.04822297203557192,-0.6825792335553261,0.09157906749614426,0.21285597816478946,0.2960578091135608,2.476832677594053,17.550155833285338,16.4491413922527,15.540600527216835,15.11567430761114,14.694452669498423,1.1105636029035157,0.886581787739614,0.47847326959515524,0.38969543203218204,1.6500209023098877,-1.8760442799421908,2.056020423847721,5.893657561935429,12.075028918043715,normal
2024-01-02 17:00:00,192.14706447061215,-14.494346245173828,14.960911880763977,217311.23832814515,0.03430150259563793,-0.6275869846567301,0.08549036271204831,0.1880386248347116,0.2851653740667642,2.5098535480076407,17.22615285883392,16.126360385000673,15.240150646560624,14.807123369109156,14.363680142469414,1.110492100255513,0.8868413468198827,0.47786350021607743,0.38931631047003395,-2.196570016715138,4.189797656680177,1.9077450870073744,6.2616500270980175,11.724200953799906,normal
2024-01-02 01:00:00,187.51540165864512,-7.754098775758268,15.105143079566917,184776.74512080423,0.03866951461076474,-0.6052999218086784,0.08533877140542132,0.19350405995095268,0.2690853245612786,2.531697693682445,17.475937864706882,16.378540981182137,15.494676344148992,15.048230564118754,14.680299823195838,1.1107087332464036,0.8940140942207977,0.4784250772742974,0.38975960069136417,-2.967896909997128,3.3911641321712516,1.8298504492606724,6.534495406746308,11.390721885868132,normal
2024-01-02 19:00:00,189.7241439151659,-4.880179428372594,15.426178843636567,137531.34018524308,0.04876801860154189,-0.7112856350458564,0.08312693983826239,0.2166266480247609,0.3125026819113877,2.4500994488835834,17.760867051296064,16.609217549043603,15.721995078954798,15.245707410067206,14.854577547694927,1.1112226700840773,0.8860814298552903,0.477270615852241,0.3906717002530014,2.7045254016316314,-2.597602422507823,2.258107667097306,5.571639416939661,12.55052784306506,normal
2024-01-02 04:00:00,167.32038332005087,10.068479613345191,15.571849035389663,204295.44336286018,0.02334889221754238,-0.5551312798119784,0.11556266678790002,0.17802557086275822,0.25236084291858996,2.5633698784436136,17.615865305923837,16.513931540118534,15.609082478272121,15.137351931600818,14.757361481546804,1.111657053751583,0.8859624254244403,0.4772695324068901,0.38917660957960726,-4.8991777036675055,1.4822659685299884,1.7198493571495868,7.1271490476111525,10.268046430657172,normal
2024-01-02 08:00:00,184.76131352686843,-12.93279036280494,15.469541028762057,143508.7081001923,0.050892607380670696,-0.7017937627678309,0.08841350451806138,0.21122329291927025,0.30989844636663827,2.450702045106966,17.92558656261248,16.77293752131446,15.883498173018497,15.418064608487942,15.005974211292584,1.110944224716371,0.8887630546193785,0.47867039717619075,0.39043564133746567,2.315449822192847,-3.8947973612032984,2.185333730515419,5.712440131087324,12.667298927017045,normal
2024-01-01 00:00:00,185.40745996175946,-12.7110389546512,15.246940283390444,93383.25818183798,0.04294989516199739,-0.7239135330696749,0.08203112146325803,0.22046274525054677,0.31330791476216824,2.4579153282575805,17.90117174419311,16.79975198535301,15.88929321860679,15.37999405729658,15.020956975160356,1.101737150505577,0.9007979604814775,0.47796133959050985,0.38829400488805754,2.4868702772290763,-3.495737196265353,2.134822328318075,5.670107206033361,12.011279448472397,normal
2024-01-01 21:00:00,187.49100240560267,-10.253263345208024,15.079255289577324,159952.42097810283,0.04210989112403001,-0.659161701069101,0.07506782866580264,0.2037687911670929,0.29481553305481545,2.4821971117240604,17.663702327312198,16.568989229669878,15.651102476545084,15.201686941170387,14.834279839271693,1.1108603594212723,0.8948977492192373,0.47790353848526523,0.3887577478654118,1.0755217044566463,-2.0237568067578486,2.0515989403314707,5.9281905142290885,12.023394280754633,normal
2024-01-01 21:00:00,185.2967494863292,-9.685593471586854,15.103927092741054,80403.92867244546,0.034086537016211775,-0.6566703133998019,0.09208296634669365,0.2010592806830788,0.2947707288639979,2.4810891316919688,17.685874437658075,16.50577308211252,15.682946249048962,15.220500350890271,14.80332488307651,1.1115948271493343,0.8884332674660577,0.47748946914853435,0.3889432735397552,1.0461430066129072,-2.3882719876061786,2.051290572426294,5.92250358212511,12.021697097775832,normal
2024-01-01 09:00:00,188.0434813321483,-8.991529455151056,15.68471655047223,213988.03963497683,0.03675125614211083,-0.6115935896987211,0.09822642038430486,0.19389221940081308,0.27768966421719127,2.5220056290763613,17.804469956356947,16.667353230493987,15.79921014358033,15.31315080726511,14.910050774112587,1.1100638242842498,0.8880498256756332,0.47781382595506916,0.38866597585023616,-2.6256083536550934,3.03884749686455,1.8552897260570103,6.4462717670897405,11.656827890181777,normal
2024-01-01 19:00:00,194.1407369975915,-15.502754589227747,14.892426397351848,189001.170971494,0.038315013498712865,-0.6234443730779928,0.08410680955702408,0.18924793732424885,0.27427784841750197,2.5196984557936197,17.239086049563976,16.121930614929667,15.241096370773588,14.775540352515801,14.32707011892195,1.1112646177215526,0.8914351785122542,0.47767806754577724,0.3893002975443202,-3.0113022279840247,4.679827431603012,1.9107666019554512,6.3289178656811,11.749983795128937,normal
